,key,value
2180,jenny_lewis,2180
2181,jenny_shimizu,2181
2182,annette_haywood-carter,2182
2183,rachel_weisz,2183
2184,fred_ward,2184
2185,mara_wilson,2185
2186,douglas_mcgrath,2186
2187,richard_brooks,2187
2188,iggy_pop,2188
2189,tim_pope,2189
2190,kyle_howard,2190
2191,herbert_russell,2191
2192,harry_winer,2192
2193,pierre_brasseur,2193
2194,alida_valli,2194
2195,juliette_mayniel,2195
2196,alexandre_rignault,2196
2197,georges_franju,2197
2198,angie_everhart,2198
2199,gilbert_adler,2199
2200,lee_david_zlotoff,2200
2201,a.j._langer,2201
2202,georges_corraface,2202
2203,jeffrey_wright,2203
2204,julian_schnabel,2204
2205,don_johnson,2205
2206,richard_s._castellano,2206
2207,michelle_yeoh,2207
2208,kenneth_tsang,2208
2209,john_p._ryan,2209
2210,lana_wachowski,2210
2211,lilly_wachowski,2211
2212,david_paymer,2212
2213,arthur_hiller,2213
2214,michael_murphy,2214
2215,rosanna_arquette,2215
2216,rongguang_yu,2216
2217,emil_chau,2217
2218,athena_chu,2218
2219,linda_hunt,2219
2220,james_whitmore,2220
2221,john_frankenheimer,2221
2222,richard_stanley,2222
2223,brock_pierce,2223
2224,blake_boyd,2224
2225,david_mickey_evans,2225
2226,richard_t._jones,2226
2227,david_koepp,2227
2228,gérard_depardieu,2228
2229,haley_joel_osment,2229
2230,andrea_martin,2230
2231,jeep_swenson,2231
2232,scott_mcafee,2232
2233,candace_hutson,2233
2234,heather_hogan,2234
2235,jeff_bennett,2235
2236,roy_allen_smith,2236
2237,ariane_schluter,2237
2238,ad_van_kempen,2238
2239,theo_van_gogh,2239
2240,donald_pleasence,2240
2241,marianne_hagan,2241
2242,mitchell_ryan,2242
2243,joe_chappelle,2243
2244,imogen_stubbs,2244
2245,steven_mackintosh,2245
2246,sidney_livingstone,2246
2247,trevor_nunn,2247
2248,anthony_j._robinow,2248
2249,michael_mcgill,2249
2250,shimon_aviel,2250
2251,keith_gordon,2251
2252,élodie_bouchez,2252
2253,gaël_morel,2253
2254,stéphane_rideau,2254
2255,frédéric_gorny,2255
2256,andré_téchiné,2256
2257,gary_cooper,2257
2258,ingrid_bergman,2258
2259,arturo_de_córdova,2259
2260,sam_wood,2260
2261,cary_grant,2261
2262,james_stewart,2262
2263,ruth_hussey,2263
2264,george_cukor,2264
2265,gene_kelly,2265
2266,donald_o'connor,2266
2267,debbie_reynolds,2267
2268,jean_hagen,2268
2269,stanley_donen,2269
2270,leslie_caron,2270
2271,oscar_levant,2271
2272,georges_guétary,2272
2273,vincente_minnelli,2273
2274,audrey_hepburn,2274
2275,fred_astaire,2275
2276,kay_thompson,2276
2277,michel_auclair,2277
2278,george_peppard,2278
2279,patricia_neal,2279
2280,buddy_ebsen,2280
2281,blake_edwards,2281
2282,kim_novak,2282
2283,barbara_bel_geddes,2283
2284,tom_helmore,2284
2285,alfred_hitchcock,2285
2286,grace_kelly,2286
2287,wendell_corey,2287
2288,thelma_ritter,2288
2289,clark_gable,2289
2290,claudette_colbert,2290
2291,walter_connolly,2291
2292,roscoe_karns,2292
2293,frank_capra,2293
2294,charles_boyer,2294
2295,joseph_cotten,2295
2296,may_whitty,2296
2297,ginger_rogers,2297
2298,alice_brady,2298
2299,edward_everett_horton,2299
2300,mark_sandrich,2300
2301,eva_marie_saint,2301
2302,james_mason,2302
2303,jessie_royce_landis,2303
2304,fred_macmurray,2304
2305,ray_walston,2305
2306,billy_wilder,2306
2307,marilyn_monroe,2307
2308,george_raft,2308
2309,humphrey_bogart,2309
2310,paul_henreid,2310
2311,claude_rains,2311
2312,michael_curtiz,2312
2313,mary_astor,2313
2314,gladys_george,2314
2315,peter_lorre,2315
2316,john_huston,2316
2317,rex_harrison,2317
2318,stanley_holloway,2318
2319,wilfrid_hyde-white,2319
2320,walter_hampden,2320
2321,gregory_peck,2321
2322,eddie_albert,2322
2323,hartley_power,2323
2324,william_wyler,2324
2325,shirley_temple,2325
2326,richard_greene,2326
2327,anita_louise,2327
2328,ian_hunter,2328
2329,walter_lang,2329
2330,william_a._seiter,2330
2331,judy_garland,2331
2332,margaret_o'brien,2332
2333,lucille_bremer,2333
2334,frank_morgan,2334
2335,ray_bolger,2335
2336,bert_lahr,2336
2337,victor_fleming,2337
2338,mervyn_leroy,2338
2339,norman_taurog,2339
2340,richard_thorpe,2340
2341,king_vidor,2341
2342,thomas_mitchell,2342
2343,barbara_o'neil,2343
2344,vivien_leigh,2344
2345,evelyn_keyes,2345
2346,peter_o'toole,2346
2347,mark_linn-baker,2347
2348,jessica_harper,2348
2349,joseph_bologna,2349
2350,gloria_swanson,2350
2351,erich_von_stroheim,2351
2352,nancy_olson,2352
2353,dorothy_comingore,2353
2354,agnes_moorehead,2354
2355,ruth_warrick,2355
2356,orson_welles,2356
2357,keir_dullea,2357
2358,gary_lockwood,2358
2359,william_sylvester,2359
2360,daniel_richter,2360
2361,bette_davis,2361
2362,anne_baxter,2362
2363,george_sanders,2363
2364,celeste_holm,2364
2365,joseph_l._mankiewicz,2365
2366,norma_shearer,2366
2367,joan_crawford,2367
2368,rosalind_russell,2368
2369,mary_boland,2369
2370,laurence_olivier,2370
2371,joan_fontaine,2371
2372,judith_anderson,2372
2373,joel_mccrea,2373
2374,laraine_day,2374
2375,herbert_marshall,2375
2376,louis_calhern,2376
2377,michael_chekhov,2377
2378,leo_g._carroll,2378
2379,deborah_kerr,2379
2380,richard_denning,2380
2381,neva_patterson,2381
2382,leo_mccarey,2382
2383,john_williams,2383
2384,spencer_tracy,2384
2385,joan_bennett,2385
2386,elizabeth_taylor,2386
2387,don_taylor,2387
2388,cyd_charisse,2388
2389,nanette_fabray,2389
2390,greta_garbo,2390
2391,melvyn_douglas,2391
2392,ina_claire,2392
2393,bela_lugosi,2393
2394,ernst_lubitsch,2394
2395,maurice_chevalier,2395
2396,john_mcgiver,2396
2397,louis_jourdan,2397
2398,hermione_gingold,2398
2399,charles_walters,2399
2400,errol_flynn,2400
2401,olivia_de_havilland,2401
2402,basil_rathbone,2402
2403,william_keighley,2403
2404,tyrone_power,2404
2405,linda_darnell,2405
2406,gale_sondergaard,2406
2407,rouben_mamoulian,2407
2408,gene_tierney,2408
2409,dana_andrews,2409
2410,clifton_webb,2410
2411,vincent_price,2411
2412,otto_preminger,2412
2413,edna_best,2413
2414,ronald_colman,2414
2415,jane_wyatt,2415
2416,john_howard,2416
2417,erik_rhodes,2417
2418,carole_lombard,2418
2419,jack_benny,2419
2420,robert_stack,2420
2421,felix_bressart,2421
2422,william_powell,2422
2423,gail_patrick,2423
2424,gregory_la_cava,2424
2425,rock_hudson,2425
2426,james_dean,2426
2427,carroll_baker,2427
2428,george_stevens,2428
2429,julie_harris,2429
2430,raymond_massey,2430
2431,burl_ives,2431
2432,elia_kazan,2432
2433,myrna_loy,2433
2434,maureen_o'sullivan,2434
2435,nat_pendleton,2435
2436,w.s._van_dyke,2436
2437,gene_lockhart,2437
2438,howard_hawks,2438
2439,cantinflas,2439
2440,finlay_currie,2440
2441,robert_morley,2441
2442,ronald_squire,2442
2443,michael_anderson,2443
2444,john_farrow,2444
2445,donna_reed,2445
2446,lionel_barrymore,2446
2447,jean_arthur,2447
2448,edward_arnold,2448
2449,charles_ruggles,2449
2450,walter_catlett,2450
2451,irene_dunne,2451
2452,beulah_bondi,2452
2453,edgar_buchanan,2453
2454,leslie_howard,2454
2455,frances_dee,2455
2456,kay_johnson,2456
2457,john_cromwell,2457
2458,freddie_bartholomew,2458
2459,dolores_costello,2459
2460,c._aubrey_smith,2460
2461,guy_kibbee,2461
2462,danny_kaye,2462
2463,walter_slezak,2463
2464,barbara_bates,2464
2465,elsa_lanchester,2465
2466,henry_koster,2466
2467,robert_donat,2467
2468,madeleine_carroll,2468
2469,lucie_mannheim,2469
2470,godfrey_tearle,2470
2471,duane_jones,2471
2472,judith_o'dea,2472
2473,karl_hardman,2473
2474,marilyn_eastman,2474
2475,george_a._romero,2475
2476,peter_bull,2476
2477,jennifer_jones,2477
2478,gina_lollobrigida,2478
2479,jack_carson,2479
2480,barbara_stanwyck,2480
2481,walter_brennan,2481
2482,helen_hayes,2482
2483,adolphe_menjou,2483
2484,mary_philips,2484
2485,frank_borzage,2485
2486,james_frain,2486
2487,thaddeus_o'sullivan,2487
2488,thokozani_nkosi,2488
2489,ron_smerczak,2489
2490,wilson_dunster,2490
2491,betty_field,2491
2492,susan_strasberg,2492
2493,joshua_logan,2493
2494,adrian_pasdar,2494
2495,paige_turco,2495
2496,arabella_field,2496
2497,richard_schenkman,2497
2498,carroll_ballard,2498
2499,casey_siemaszko,2499
2500,lance_young,2500
2501,illeana_douglas,2501
2502,sissy_boyd,2502
2503,christina_pickles,2503
2504,jill_sobule,2504
2505,natasha_henstridge,2505
2506,zach_grenier,2506
2507,ringo_lam,2507
2508,richard_ingram,2508
2509,jeffrey_force,2509
2510,david_drew_gallagher,2510
2511,marc_anthony,2511
2512,tony_shalhoub,2512
2513,larry_block,2513
2514,bruce_dern,2514
2515,william_sanderson,2515
2516,queen_latifah,2516
2517,vivica_a._fox,2517
2518,kimberly_elise,2518
2519,teri_hatcher,2519
2520,john_herzfeld,2520
2521,brian_cox,2521
2522,john_gray,2522
2523,jeffrey_nordling,2523
2524,david_selby,2524
2525,heidi_kling,2525
2526,robert_lieberman,2526
2527,bill_bixby,2527
2528,susan_clark,2528
2529,don_knotts,2529
2530,tim_conway,2530
2531,norman_tokar,2531
2532,fess_parker,2532
2533,basil_ruysdael,2533
2534,hans_conried,2534
2535,norman_foster,2535
2536,ray_milland,2536
2537,kim_richards,2537
2538,john_hough,2538
2539,dean_jones,2539
2540,michele_lee,2540
2541,david_tomlinson,2541
2542,buddy_hackett,2542
2543,robert_stevenson,2543
2544,ken_berry,2544
2545,stefanie_powers,2545
2546,john_mcintire,2546
2547,dorothy_mcguire,2547
2548,jeff_york,2548
2549,chuck_connors,2549
2550,hayley_mills,2550
2551,maureen_o'hara,2551
2552,brian_keith,2552
2553,david_swift,2553
2554,jane_wyman,2554
2555,richard_egan,2555
2556,karl_malden,2556
2557,don_alder,2557
2558,ed_bernard,2558
2559,kevin_chevalia,2559
2560,anne_christianson,2560
2561,duwayne_dunham,2561
2562,tommy_kirk,2562
2563,annette_funicello,2563
2564,charles_barton,2564
2565,john_mills,2565
2566,james_macarthur,2566
2567,janet_munro,2567
2568,ken_annakin,2568
2569,dorothy_provine,2569
2570,roddy_mcdowall,2570
2571,kirk_douglas,2571
2572,paul_lukas,2572
2573,richard_fleischer,2573
2574,rawle_d._lewis,2574
2575,malik_yoba,2575
2576,tony_danza,2576
2577,william_dear,2577
2578,ilene_woods,2578
2579,eleanor_audley,2579
2580,verna_felton,2580
2581,claire_du_brey,2581
2582,clyde_geronimi,2582
2583,sebastian_cabot,2583
2584,john_fiedler,2584
2585,jon_walmsley,2585
2586,aurora_miranda,2586
2587,carmen_molina,2587
2588,dora_luz,2588
2589,harold_young,2589
2590,karl_swenson,2590
2591,rickie_sorensen,2591
2592,junius_matthews,2592
2593,julie_andrews,2593
2594,dick_van_dyke,2594
2595,glynis_johns,2595
2596,herman_bing,2596
2597,edward_brophy,2597
2598,samuel_armstrong,2598
2599,john_elliotte,2599
2600,helen_reddy,2600
2601,jim_dale,2601
2602,mickey_rooney,2602
2603,red_buttons,2603
2604,don_chaffey,2604
2605,don_bluth,2605
2606,sam_jaffe,2606
2607,ward_kimball,2607
2608,kathryn_beaumont,2608
2609,ed_wynn,2609
2610,richard_haydn,2610
2611,pearl_bailey,2611
2612,jack_albertson,2612
2613,ted_berman,2613
2614,art_stevens,2614
2615,paul_perri,2615
2616,matthew_bright,2616
2617,eleanor_parker,2617
2618,robert_wise,2618
2619,reginald_veljohnson,2619
2620,paul_gleason,2620
2621,jeff_fahey,2621
2622,jenny_wright,2622
2623,mark_bringelson,2623
2624,christopher_hampton,2624
2625,timothy_spall,2625
2626,phyllis_logan,2626
2627,brenda_blethyn,2627
2628,claire_rushbrook,2628
2629,tom_everett_scott,2629
2630,claire_danes,2630
2631,laurie_fortier,2631
2632,michael_pressman,2632
2633,linda_henry,2633
2634,glen_berry,2634
2635,scott_neal,2635
2636,tameka_empson,2636
2637,hettie_macdonald,2637
2638,craig_bierko,2638
2639,john_kani,2639
2640,penelope_allen,2640
2641,gordon_macdonald,2641
2642,madison_arnold,2642
2643,vincent_angell,2643
2644,mark_boone_junior,2644
2645,bronson_dudley,2645
2646,luke_perry,2646
2647,bruce_a._young,2647
2648,jim_true-frost,2648
2649,john_mcnaughton,2649
2650,richard_belzer,2650
2651,andre_braugher,2651
2652,thomas_jefferson_byrd,2652
2653,rachel_griffiths,2653
2654,michael_winterbottom,2654
2655,edward_norton,2655
2656,diva_gray,2656
2657,ami_almendral,2657
2658,harold_perrineau,2658
2659,baz_luhrmann,2659
2660,vince_vaughn,2660
2661,ron_livingston,2661
2662,patrick_van_horn,2662
2663,doug_liman,2663
2664,billy_crudup,2664
2665,val_bettin,2665
2666,gilbert_gottfried,2666
2667,tad_stones,2667
2668,eric_blore,2668
2669,robert_young,2669
2670,robert_mitchum,2670
2671,gloria_grahame,2671
2672,edward_dmytryk,2672
2673,gene_wilder,2673
2674,peter_ostrum,2674
2675,roy_kinnear,2675
2676,mel_stuart,2676
2677,peter_wyngarde,2677
2678,megs_jenkins,2678
2679,michael_redgrave,2679
2680,jack_clayton,2680
2681,john_beck,2681
2682,mary_gregory,2682
2683,louise_lasser,2683
2684,carlos_montalbán,2684
2685,nati_abascal,2685
2686,john_cleese,2686
2687,michael_palin,2687
2688,charles_crichton,2688
2689,graham_chapman,2689
2690,eric_idle,2690
2691,terry_jones,2691
2692,robert_preston,2692
2693,don_porter,2693
2694,natalie_wood,2694
2695,michael_j._pollard,2695
2696,arthur_penn,2696
2697,felipe_pazos,2697
2698,harry_bellaver,2698
2699,john_sturges,2699
2700,fred_zinnemann,2700
2701,robert_cummings,2701
2702,jennifer_grey,2702
2703,jerry_orbach,2703
2704,cynthia_rhodes,2704
2705,emile_ardolino,2705
2706,chris_penn,2706
2707,francesco_quinn,2707
2708,andrew_mccarthy,2708
2709,jonathan_silverman,2709
2710,catherine_mary_stewart,2710
2711,terry_kiser,2711
2712,ted_kotcheff,2712
2713,stephen_rea,2713
2714,rita_karin,2714
2715,alan_j._pakula,2715
2716,dee_wallace,2716
2717,henry_thomas,2717
2718,robert_macnaughton,2718
2719,reginald_owen,2719
2720,kathleen_lockhart,2720
2721,terry_kilburn,2721
2722,edwin_l._marin,2722
2723,kelly_mcgillis,2723
2724,anthony_edwards,2724
2725,sal_mineo,2725
2726,jim_backus,2726
2727,nicholas_ray,2727
2728,kim_hunter,2728
2729,jamie_renée_smith,2729
2730,karen_black,2730
2731,mark_salling,2731
2732,greg_spence,2732
2733,jacques_perrin,2733
2734,claude_nuridsany,2734
2735,marie_pérennou,2735
2736,vincent_gallo,2736
2737,gareth_williams,2737
2738,alan_taylor,2738
2739,virginie_ledoyen,2739
2740,benoît_magimel,2740
2741,dominique_valadié,2741
2742,michel_bompoil,2742
2743,benoît_jacquot,2743
2744,liza_harris,2744
2745,liam_ahern,2745
2746,george_martin,2746
2747,peter_cohn,2747
2748,courtney_love,2748
2749,brett_harrelson,2749
2750,milos_forman,2750
2751,ben_affleck,2751
2752,sam_rockwell,2752
2753,french_stewart,2753
2754,rich_wilkes,2754
2755,henry_fonda,2755
2756,doug_mckeon,2756
2757,mark_rydell,2757
2758,catherine_schell,2758
2759,herbert_lom,2759
2760,rik_mayall,2760
2761,marsha_mason,2761
2762,ate_de_jong,2762
2763,michael_biehn,2763
2764,leo_burmester,2764
2765,adrienne_barbeau,2765
2766,janet_leigh,2766
2767,john_houseman,2767
2768,lee_van_cleef,2768
2769,patrick_macnee,2769
2770,christopher_stone,2770
2771,joe_dante,2771
2772,yves_montand,2772
2773,elisabeth_depardieu,2773
2774,hippolyte_girardot,2774
2775,eileen_brennan,2775
2776,robert_webber,2776
2777,howard_zieff,2777
2778,tony_ward,2778
2779,bruce_la_bruce,2779
2780,kevin_p._scott,2780
2781,ivar_johnson,2781
2782,rick_castro,2782
2783,lenny_von_dohlen,2783
2784,melinda_dillon,2784
2785,michael_ray_rhodes,2785
2786,lauren_bacall,2786
2787,carol_channing,2787
2788,cy_coleman,2788
2789,susan_warms_dryfoos,2789
2790,muhammad_ali,2790
2791,george_foreman,2791
2792,don_king,2792
2793,james_brown,2793
2794,leon_gast,2794
2795,nathalie_baye,2795
2796,maurice_barrier,2796
2797,bernard-pierre_donnadieu,2797
2798,daniel_vigne,2798
2799,emilio_cigoli,2799
2800,luciano_de_ambrosis,2800
2801,isa_pola,2801
2802,adriano_rimoldi,2802
2803,vittorio_de_sica,2803
2804,mario_adorf,2804
2805,angela_winkler,2805
2806,david_bennent,2806
2807,katharina_thalbach,2807
2808,volker_schlöndorff,2808
2809,hugh_owens,2809
2810,harry_andrews,2810
2811,arthur_lowe,2811
2812,william_mervyn,2812
2813,laurie_metcalf,2813
2814,maria_pitillo,2814
2815,phillip_rhee,2815
2816,mark_rolston,2816
2817,ray_wise,2817
2818,antonella_attili,2818
2819,enzo_cannavale,2819
2820,leo_gullotta,2820
2821,giuseppe_tornatore,2821
2822,richard_bohringer,2822
2823,alan_howard,2823
2824,peter_greenaway,2824
2825,pascal_benezech,2825
2826,marie-laure_dougnac,2826
2827,jean-claude_dreyfus,2827
2828,halina_gryglaszewska,2828
2829,kalina_jedrusik,2829
2830,aleksander_bardini,2830
2831,josie_lawrence,2831
2832,neville_phillips,2832
2833,ralph_meeker,2833
2834,george_macready,2834
2835,jan_munroe,2835
2836,brian_flanagan,2836
2837,constance_cowley,2837
2838,marie_mullen,2838
2839,phil_kelly,2839
2840,peter_chelsom,2840
2841,diego_abatantuono,2841
2842,claudio_bigagli,2842
2843,giuseppe_cederna,2843
2844,claudio_bisio,2844
2845,gabriele_salvatores,2845
2846,alison_whelan,2846
2847,kirsten_sheridan,2847
2848,lenore_banks,2848
2849,will_mahoney,2849
2850,tara_morice,2850
2851,bill_hunter,2851
2852,pat_thomson,2852
2853,randall_adams,2853
2854,david_harris,2854
2855,gus_rose,2855
2856,jackie_johnson,2856
2857,errol_morris,2857
2858,loles_león,2858
2859,maría_barranco,2859
2860,donna_delory,2860
2861,niki_haris,2861
2862,luis_camacho,2862
2863,brooke_xtravaganza,2863
2864,andré_christian,2864
2865,dorian_corey,2865
2866,paris_duprée,2866
2867,jennie_livingston,2867
2868,michael_berryman,2868
2869,peter_brocco,2869
2870,dean_r._brooks,2870
2871,alonzo_brown,2871
2872,strother_martin,2872
2873,edie_adams,2873
2874,lou_adler,2874
2875,billy_dee_williams,2875
2876,irvin_kershner,2876
2877,mandy_patinkin,2877
2878,christopher_guest,2878
