,id,title,year,rated,duration,genre,cast,director,language,imdb_rating,votes
285,tt0114614,Tank Girl,1995,R,104 min,"Action, Comedy, Sci-Fi","Lori Petty, Ice-T, Naomi Watts, Don Harvey",Rachel Talalay,English,5.4,"30,294"
286,tt0114608,Tales from the Crypt: Demon Knight,1995,R,92 min,"Action, Fantasy, Horror, Thriller","John Kassir, Billy Zane, William Sadler, Jada Pinkett Smith",Ernest R. Dickerson,English,6.7,"21,758"
287,tt0111280,Star Trek: Generations,1994,PG,118 min,"Action, Adventure, Mystery, Sci-Fi, Thriller","Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton",David Carson,"English, Klingon",6.6,"76,803"
288,tt0114609,Tales from the Hood,1995,R,98 min,"Crime, Drama, Horror, Thriller","Clarence Williams III, Joe Torry, De'aundre Bonds, Samuel Monroe Jr.",Rusty Cundieff,English,6.4,"7,180"
289,tt0111454,Tom & Viv,1994,PG-13,115 min,"Biography, Drama, Romance","Willem Dafoe, Miranda Richardson, Rosemary Harris, Tim Dutton",Brian Gilbert,English,6.4,"1,529"
290,tt0114852,Village of the Damned,1995,R,98 min,"Horror, Sci-Fi, Thriller","Christopher Reeve, Kirstie Alley, Linda Kozlowski, Michael Paré",John Carpenter,English,5.7,"28,898"
291,tt0114694,Tommy Boy,1995,PG-13,97 min,"Adventure, Comedy","Chris Farley, David Spade, Brian Dennehy, Bo Derek",Peter Segal,English,7.1,"77,072"
292,tt0111590,Vanya on 42nd Street,1994,PG,119 min,"Comedy, Drama, Romance","Phoebe Brand, Lynn Cohen, George Gaynes, Jerry Mayer",Louis Malle,English,7.4,"4,342"
293,tt0114788,The Underneath,1995,R,99 min,"Crime, Thriller","Peter Gallagher, Alison Elliott, William Fichtner, Adam Trese",Steven Soderbergh,English,6.1,"3,294"
294,tt0114888,The Walking Dead,1995,R,88 min,"Action, Drama, War","Allen Payne, Eddie Griffin, Joe Morton, Vonte Sweet",Preston A. Whitmore II,English,4.9,745
295,tt0108550,What's Eating Gilbert Grape,1993,PG-13,118 min,Drama,"Johnny Depp, Leonardo DiCaprio, Juliette Lewis, Mary Steenburgen",Lasse Hallström,English,7.8,"216,807"
296,tt0114857,Virtuosity,1995,R,106 min,"Action, Crime, Sci-Fi, Thriller","Denzel Washington, Kelly Lynch, Russell Crowe, Stephen Spinella",Brett Leonard,English,5.6,"28,207"
297,tt0114924,While You Were Sleeping,1995,PG,103 min,"Comedy, Drama, Romance","Sandra Bullock, Bill Pullman, Peter Gallagher, Peter Boyle",Jon Turteltaub,English,6.7,"93,011"
298,tt0111667,The War,1994,PG-13,126 min,Drama,"Elijah Wood, Kevin Costner, Mare Winningham, Lexi Randall",Jon Avnet,English,6.8,"12,022"
299,tt0109655,Double Happiness,1994,PG-13,87 min,"Drama, Romance","Sandra Oh, Stephen Chang, Alannah Ong, Donald Fong",Mina Shum,"English, Cantonese",7.0,"1,080"
300,tt0110598,Muriel's Wedding,1994,R,106 min,"Comedy, Drama","Sophie Lee, Roz Hammond, Toni Collette, Belinda Jarrett",P.J. Hogan,English,7.2,"35,630"
301,tt0112435,The Baby-Sitters Club,1995,PG,94 min,"Comedy, Drama, Family","Schuyler Fisk, Bre Blair, Rachael Leigh Cook, Larisa Oleynik",Melanie Mayron,English,5.8,"5,395"
302,tt0109040,Ace Ventura: Pet Detective,1994,PG-13,86 min,Comedy,"Jim Carrey, Courteney Cox, Sean Young, Tone Loc",Tom Shadyac,English,6.9,"278,703"
303,tt0109045,"The Adventures of Priscilla, Queen of the Desert",1994,R,104 min,"Comedy, Music","Hugo Weaving, Guy Pearce, Terence Stamp, Rebel Penfold-Russell",Stephan Elliott,"English, Filipino",7.5,"46,729"
304,tt0106339,Backbeat,1994,R,100 min,"Biography, Drama, Music, Romance","Sheryl Lee, Stephen Dorff, Ian Hart, Gary Bakewell",Iain Softley,"English, German, French, Russian",6.7,"5,830"
305,tt0104779,Bitter Moon,1992,R,139 min,"Drama, Romance, Thriller","Peter Coyote, Emmanuelle Seigner, Hugh Grant, Kristin Scott Thomas",Roman Polanski,"English, French",7.2,"35,758"
306,tt0109348,Bullets Over Broadway,1994,R,98 min,"Comedy, Crime","John Cusack, Dianne Wiest, Jennifer Tilly, Chazz Palminteri",Woody Allen,English,7.4,"35,634"
307,tt0109444,Clear and Present Danger,1994,PG-13,141 min,"Action, Crime, Drama, Thriller","Harrison Ford, Willem Dafoe, Anne Archer, Joaquim de Almeida",Phillip Noyce,English,6.9,"90,162"
308,tt0109446,The Client,1994,PG-13,119 min,"Crime, Drama, Mystery, Thriller","Susan Sarandon, Tommy Lee Jones, Mary-Louise Parker, Anthony LaPaglia",Joel Schumacher,English,6.8,"60,926"
309,tt0109484,"Corrina, Corrina",1994,PG,115 min,"Comedy, Drama, Romance","Noreen Hennessey, Lucy Webb, Erica Yohn, Tina Majorino",Jessie Nelson,English,6.6,"12,367"
310,tt0109504,Crooklyn,1994,PG-13,115 min,"Comedy, Drama","Alfre Woodard, Delroy Lindo, David Patrick Kelly, Zelda Harris",Spike Lee,"English, Italian, Spanish",7.0,"9,488"
311,tt0109506,The Crow,1994,R,102 min,"Action, Drama, Fantasy","Brandon Lee, Rochelle Davis, Ernie Hudson, Michael Wincott",Alex Proyas,English,7.6,"166,881"
312,tt0109450,Cobb,1994,R,128 min,"Biography, Drama, Sport","Tommy Lee Jones, Robert Wuhl, Lolita Davidovich, Ned Bellamy",Ron Shelton,English,6.4,"7,103"
313,tt0109813,The Flintstones,1994,PG,91 min,"Comedy, Family, Fantasy","John Goodman, Elizabeth Perkins, Rick Moranis, Rosie O'Donnell",Brian Levant,English,4.9,"76,238"
314,tt0109830,Forrest Gump,1994,PG-13,142 min,"Drama, Romance","Tom Hanks, Rebecca Williams, Sally Field, Michael Conner Humphreys",Robert Zemeckis,English,8.8,"1,826,575"
315,tt0109831,Four Weddings and a Funeral,1994,R,117 min,"Comedy, Drama, Romance","Hugh Grant, James Fleet, Simon Callow, John Hannah",Mike Newell,"English, British Sign Language",7.1,"140,328"
316,tt0113305,Higher Learning,1995,R,127 min,"Crime, Drama, Thriller","Omar Epps, Kristy Swanson, Michael Rapaport, Jennifer Connelly",John Singleton,English,6.5,"18,188"
317,tt0110091,I Like It Like That,1994,R,104 min,"Comedy, Drama, Romance","Luna Lauren Velez, Jon Seda, Tomas Melly, Desiree Casado",Darnell Martin,English,6.9,"1,523"
318,tt0110093,I Love Trouble,1994,PG,123 min,"Action, Comedy, Romance, Thriller","Nick Nolte, Julia Roberts, Saul Rubinek, James Rebhorn",Charles Shyer,English,5.3,"11,472"
319,tt0110167,It Could Happen To You,1994,PG,101 min,"Comedy, Drama, Romance","Nicolas Cage, Bridget Fonda, Rosie Perez, Wendell Pierce",Andrew Bergman,"English, Spanish",6.4,"36,143"
320,tt0110213,The Jungle Book,1994,PG,111 min,"Adventure, Family, Romance","Jason Scott Lee, Cary Elwes, Lena Headey, Sam Neill",Stephen Sommers,English,6.0,"16,487"
321,tt0107472,"The Wonderful, Horrible Life of Leni Riefenstahl",1993,N/A,183 min,"Documentary, Biography, History","Leni Riefenstahl, Marlene Dietrich, Arnold Fanck, Walter Frentz","Ray Müller, Ray Müller","German, English",8.3,"2,266"
322,tt0110357,The Lion King,1994,G,88 min,"Animation, Adventure, Drama, Family, Musical","Rowan Atkinson, Matthew Broderick, Niketa Calame-Harris, Jim Cummings","Roger Allers, Rob Minkoff","English, Swahili, Xhosa, Zulu",8.5,"946,731"
323,tt0107426,Little Buddha,1993,PG,123 min,Drama,"Keanu Reeves, Ruocheng Ying, Chris Isaak, Alex Wiesendanger",Bernardo Bertolucci,English,6.1,"15,822"
324,tt0111686,Wes Craven's New Nightmare,1994,R,112 min,"Fantasy, Horror, Mystery, Thriller","Jeff Davis, Heather Langenkamp, Miko Hughes, Matt Winston",Wes Craven,English,6.5,"51,559"
325,tt0110475,The Mask,1994,PG-13,101 min,"Action, Comedy, Crime, Fantasy","Jim Carrey, Peter Riegert, Peter Greene, Amy Yasbeck",Chuck Russell,"English, Swedish",6.9,"349,227"
326,tt0110478,Maverick,1994,PG,127 min,"Action, Adventure, Comedy, Thriller, Western","Mel Gibson, Jodie Foster, James Garner, Graham Greene",Richard Donner,English,7.1,"102,128"
327,tt0110588,Mrs. Parker and the Vicious Circle,1994,R,125 min,"Biography, Drama","Jennifer Jason Leigh, Campbell Scott, Matthew Broderick, Peter Gallagher",Alan Rudolph,English,6.4,"4,222"
328,tt0110622,Naked Gun 33 1/3: The Final Insult,1994,PG-13,83 min,"Comedy, Crime","Leslie Nielsen, Priscilla Presley, George Kennedy, O.J. Simpson",Peter Segal,English,6.5,"97,953"
329,tt0110771,The Paper,1994,R,112 min,"Comedy, Drama","Michael Keaton, Robert Duvall, Glenn Close, Marisa Tomei",Ron Howard,English,6.7,"13,068"
330,tt0110950,Reality Bites,1994,PG-13,99 min,"Comedy, Drama, Romance","Winona Ryder, Ethan Hawke, Janeane Garofalo, Steve Zahn",Ben Stiller,English,6.6,"46,268"
331,tt0105226,Red Rock West,1993,R,98 min,"Crime, Drama, Thriller","Nicolas Cage, Craig Reay, Vance Johnson, Robert Apel",John Dahl,English,7.0,"20,399"
332,tt0110989,Richie Rich,1994,PG,95 min,"Comedy, Family","Macaulay Culkin, John Larroquette, Edward Herrmann, Christine Ebersole",Donald Petrie,"English, Latin",5.4,"64,431"
333,tt0110997,The River Wild,1994,PG-13,111 min,"Adventure, Crime, Thriller","Meryl Streep, Joseph Mazzello, Stephanie Sawyer, David Strathairn",Curtis Hanson,"English, American Sign Language",6.4,"41,418"
334,tt0111257,Speed,1994,R,116 min,"Action, Adventure, Thriller","Keanu Reeves, Dennis Hopper, Sandra Bullock, Joe Morton",Jan de Bont,English,7.2,"331,172"
335,tt0111256,Speechless,1994,PG-13,99 min,"Comedy, Romance","Michael Keaton, Geena Davis, Christopher Reeve, Bonnie Bedelia",Ron Underwood,"English, Spanish",5.8,"4,791"
336,tt0111438,Timecop,1994,R,99 min,"Action, Crime, Sci-Fi, Thriller","Jean-Claude Van Damme, Mia Sara, Ron Silver, Bruce McGill",Peter Hyams,English,5.9,"55,797"
337,tt0111503,True Lies,1994,R,141 min,"Action, Comedy, Thriller","Arnold Schwarzenegger, Jamie Lee Curtis, Tom Arnold, Bill Paxton",James Cameron,"English, French, Arabic, German",7.2,"238,573"
338,tt0111693,When a Man Loves a Woman,1994,R,126 min,"Drama, Romance","Andy Garcia, Meg Ryan, Ellen Burstyn, Tina Majorino",Luis Mandoki,"English, Vietnamese",6.6,"20,439"
339,tt0111742,Wolf,1994,R,125 min,"Drama, Horror, Romance, Thriller","Jack Nicholson, Michelle Pfeiffer, James Spader, Kate Nelligan",Mike Nichols,"English, Spanish",6.3,"52,808"
340,tt0111756,Wyatt Earp,1994,PG-13,191 min,"Adventure, Biography, Crime, Drama, Western","Kevin Costner, Dennis Quaid, Gene Hackman, David Andrews",Lawrence Kasdan,"English, Spanish",6.7,"45,794"
341,tt0112443,Bad Company,1995,R,108 min,"Crime, Drama, Thriller","Ellen Barkin, Laurence Fishburne, Frank Langella, Michael Beach",Damian Harris,English,5.4,"2,712"
342,tt0110455,A Man of No Importance,1994,R,99 min,"Comedy, Drama","Albert Finney, Brenda Fricker, Michael Gambon, Tara Fitzgerald",Suri Krishnamma,English,6.7,"1,039"
343,tt0111048,S.F.W.,1994,R,96 min,"Comedy, Drama","Stephen Dorff, Reese Witherspoon, Jake Busey, Joey Lauren Adams",Jefery Levy,English,5.8,"4,737"
344,tt0110399,A Low Down Dirty Shame,1994,R,108 min,"Action, Comedy, Crime","Keenen Ivory Wayans, Charles S. Dutton, Jada Pinkett Smith, Salli Richardson-Whitfield",Keenen Ivory Wayans,English,6.0,"6,532"
345,tt0112570,"Boys Life: Three Stories of Love, Lust, and Liberation",1994,N/A,91 min,Drama,"James Andrews, Mary Beth Aylesworth, Mike Barbour, Steve Bilich","Robert Lee King, Raoul O'Connell, Brian Sloan",English,7.2,435
346,tt0109454,Colonel Chabert,1994,N/A,110 min,"Drama, History, Romance, War","Gérard Depardieu, Fanny Ardant, Fabrice Luchini, André Dussollier",Yves Angelo,French,6.9,"1,695"
347,tt0059170,"Faster, Pussycat! Kill! Kill!",1965,Not Rated,83 min,"Action, Comedy","Tura Satana, Haji, Lori Williams, Ray Barlow",Russ Meyer,English,6.7,"13,817"
348,tt0110186,Jason's Lyric,1994,R,119 min,"Crime, Drama, Romance","Allen Payne, Jada Pinkett Smith, Bokeem Woodbine, Anthony 'Treach' Criss",Doug McHenry,English,6.6,"3,679"
349,tt0111301,Street Fighter,1994,PG-13,102 min,"Action, Adventure, Comedy, Thriller","Jean-Claude Van Damme, Raul Julia, Ming-Na Wen, Damian Chapa",Steven E. de Souza,"English, Japanese, Esperanto",4.0,"66,270"
350,tt0110027,Highlander: The Final Dimension,1994,PG-13,99 min,"Action, Fantasy, Romance, Sci-Fi","Christopher Lambert, Mario Van Peebles, Deborah Kara Unger, Mako",Andrew Morahan,English,4.5,"19,916"
351,tt0109785,Federal Hill,1994,R,97 min,"Crime, Drama","Nicholas Turturro, Anthony DeSando, Libby Langdon, Michael Raynor",Michael Corrente,English,6.3,425
352,tt0113409,In the Mouth of Madness,1994,R,95 min,"Drama, Horror, Mystery, Thriller","Sam Neill, Julie Carmen, Jürgen Prochnow, David Warner",John Carpenter,English,7.2,"62,105"
353,tt0109021,8 Seconds,1994,PG-13,105 min,"Biography, Drama, Sport, Western","James Rebhorn, Cameron Finley, Carrie Snodgress, Dustin Mayfield",John G. Avildsen,English,6.6,"4,839"
354,tt0109035,Above the Rim,1994,R,96 min,"Crime, Drama, Sport, Thriller","Duane Martin, Leon, Tupac Shakur, David Bailey",Jeff Pollack,English,6.7,"14,066"
355,tt0106220,Addams Family Values,1993,PG-13,94 min,"Comedy, Fantasy","Anjelica Huston, Raul Julia, Christopher Lloyd, Joan Cusack",Barry Sonnenfeld,English,6.8,"82,514"
356,tt0106226,The Age of Innocence,1993,PG,139 min,"Drama, Romance","Daniel Day-Lewis, Michelle Pfeiffer, Winona Ryder, Linda Faye Farkas",Martin Scorsese,"English, Italian",7.2,"53,944"
357,tt0109068,Airheads,1994,PG-13,92 min,"Comedy, Crime, Music","Brendan Fraser, Steve Buscemi, Adam Sandler, Chris Farley",Michael Lehmann,English,6.1,"46,274"
358,tt0109067,The Air Up There,1994,PG,107 min,"Comedy, Family, Sport","Kevin Bacon, Charles Gitonga Maina, Yolanda Vazquez, Winston Ntshona",Paul Michael Glaser,English,5.5,"8,419"
359,tt0106292,Another Stakeout,1993,PG-13,108 min,"Comedy, Crime","Richard Dreyfuss, Emilio Estevez, Rosie O'Donnell, Dennis Farina",John Badham,English,5.6,"13,171"
360,tt0109198,Bad Girls,1994,R,99 min,"Action, Adventure, Romance, Western","Madeleine Stowe, Mary Stuart Masterson, Andie MacDowell, Drew Barrymore",Jonathan Kaplan,"English, Spanish",5.2,"11,740"
361,tt0109219,Barcelona,1994,PG-13,101 min,"Comedy, Drama, Romance","Taylor Nichols, Chris Eigeman, Tushka Bergen, Mira Sorvino",Whit Stillman,"English, Spanish",7.0,"5,702"
362,tt0106379,Being Human,1994,PG-13,122 min,"Comedy, Drama","Robin Williams, Kelly Hunter, Maudie Johnson, Max Johnson",Bill Forsyth,"English, Scottish Gaelic",5.5,"3,815"
363,tt0106400,The Beverly Hillbillies,1993,PG,92 min,"Comedy, Family","Jim Varney, Diedrich Bader, Erika Eleniak, Cloris Leachman",Penelope Spheeris,English,5.0,"17,404"
364,tt0109254,Beverly Hills Cop III,1994,R,104 min,"Action, Comedy, Crime, Thriller","Eddie Murphy, Jon Tenney, Joey Travolta, Eugene Collier",John Landis,English,5.6,"76,334"
365,tt0109279,Black Beauty,1994,G,88 min,"Adventure, Drama, Family, Romance","Docs Keepin Time, Alan Cumming, Sean Bean, David Thewlis",Caroline Thompson,English,6.6,"9,359"
366,tt0109297,Blink,1993,R,106 min,"Crime, Drama, Mystery, Thriller","Madeleine Stowe, Aidan Quinn, James Remar, Peter Friedman",Michael Apted,English,6.2,"7,818"
367,tt0109303,Blown Away,1994,R,121 min,"Action, Crime, Drama, Thriller","Jeff Bridges, Tommy Lee Jones, Suzy Amis, Lloyd Bridges",Stephen Hopkins,"English, Irish",6.3,"28,490"
368,tt0109305,Blue Chips,1994,PG-13,108 min,"Drama, Sport","Nick Nolte, Mary McDonnell, J.T. Walsh, Ed O'Neill",William Friedkin,English,6.2,"12,212"
369,tt0109306,Blue Sky,1994,PG-13,101 min,"Drama, Romance","Jessica Lange, Tommy Lee Jones, Powers Boothe, Carrie Snodgress",Tony Richardson,"English, French",6.4,"6,836"
370,tt0106452,Body Snatchers,1993,R,87 min,"Horror, Sci-Fi","Terry Kinney, Meg Tilly, Gabrielle Anwar, Reilly Murphy",Abel Ferrara,English,6.0,"16,739"
371,tt0106471,Boxing Helena,1993,R,107 min,"Drama, Mystery, Romance, Thriller","Julian Sands, Sherilyn Fenn, Bill Paxton, Kurtwood Smith",Jennifer Lynch,English,4.8,"11,426"
372,tt0106489,A Bronx Tale,1993,R,121 min,"Crime, Drama, Romance","Robert De Niro, Chazz Palminteri, Lillo Brancato, Francis Capra",Robert De Niro,"English, Italian",7.8,"128,632"
373,tt0109361,Cabin Boy,1994,PG-13,80 min,"Adventure, Comedy, Romance","Chris Elliott, Ritch Brinkley, James Gammon, Brian Doyle-Murray",Adam Resnick,English,5.4,"8,131"
374,tt0106505,Calendar Girl,1993,PG-13,90 min,"Comedy, Drama","Jason Priestley, Gabriel Olds, Jerry O'Connell, Joe Pantoliano",John Whitesell,English,5.1,"2,126"
375,tt0106519,Carlito's Way,1993,R,144 min,"Crime, Drama, Thriller","Al Pacino, Sean Penn, Penelope Ann Miller, John Leguizamo",Brian De Palma,"English, Spanish",7.9,"202,371"
376,tt0109439,City Slickers II: The Legend Of Curly's Gold,1994,PG-13,116 min,Comedy,"Billy Crystal, Daniel Stern, Jon Lovitz, Jack Palance",Paul Weiland,English,5.6,"18,200"
377,tt0109443,Clean Slate,1994,PG-13,107 min,"Comedy, Mystery","Dana Carvey, Valeria Golino, James Earl Jones, Kevin Pollak",Mick Jackson,English,5.7,"3,645"
378,tt0106582,Cliffhanger,1993,R,113 min,"Action, Adventure, Thriller","Sylvester Stallone, John Lithgow, Michael Rooker, Janine Turner",Renny Harlin,English,6.4,"120,456"
379,tt0106598,Coneheads,1993,PG,88 min,"Comedy, Sci-Fi","Robert Knott, Jonathan Penner, Whip Hubley, Dan Aykroyd",Steve Barron,English,5.3,"51,466"
380,tt0109456,Color of Night,1994,R,121 min,"Mystery, Romance, Thriller","Bruce Willis, Jane March, Rubén Blades, Lesley Ann Warren",Richard Rush,English,5.2,"22,785"
381,tt0109480,Cops and Robbersons,1994,PG,93 min,"Comedy, Crime, Thriller","Chevy Chase, Jack Palance, Dianne Wiest, Robert Davi",Michael Ritchie,English,5.2,"6,344"
382,tt0109493,The Cowboy Way,1994,PG-13,102 min,"Action, Comedy, Crime, Drama, Thriller, Western","Woody Harrelson, Kiefer Sutherland, Dylan McDermott, Ernie Hudson",Gregg Champion,English,6.0,"7,773"
383,tt0106673,Dave,1993,PG-13,110 min,"Comedy, Romance","Kevin Kline, Sigourney Weaver, Frank Langella, Kevin Dunn",Ivan Reitman,"English, Spanish",6.8,"49,187"
384,tt0106677,Dazed and Confused,1993,R,102 min,Comedy,"Jason London, Joey Lauren Adams, Milla Jovovich, Shawn Andrews",Richard Linklater,English,7.6,"166,816"
385,tt0106697,Demolition Man,1993,R,115 min,"Action, Sci-Fi, Thriller","Sylvester Stallone, Wesley Snipes, Sandra Bullock, Nigel Hawthorne",Marco Brambilla,English,6.7,"160,149"
386,tt0106834,Even Cowgirls Get the Blues,1993,R,106 min,"Comedy, Drama, Romance, Western","Uma Thurman, Lorraine Bracco, Pat Morita, Angie Dickinson",Gus Van Sant,"English, German",4.4,"7,046"
387,tt0106873,Fatal Instinct,1993,PG-13,91 min,"Comedy, Crime, Thriller","Armand Assante, Sherilyn Fenn, Kate Nelligan, Sean Young",Carl Reiner,"English, Yiddish",5.8,"6,872"
388,tt0106332,Farewell My Concubine,1993,R,171 min,"Drama, Music, Romance","Leslie Cheung, Fengyi Zhang, Li Gong, You Ge",Kaige Chen,Mandarin,8.1,"25,197"
389,tt0106881,Fearless,1993,R,122 min,"Drama, Thriller","Jeff Bridges, Isabella Rossellini, Rosie Perez, Tom Hulce",Peter Weir,English,7.1,"21,311"
390,tt0106880,Fear of a Black Hat,1993,R,88 min,"Comedy, Music","Mark Christopher Lawrence, Larry B. Scott, Rusty Cundieff, Kasi Lemmons",Rusty Cundieff,English,7.2,"3,858"
391,tt0111732,With Honors,1994,PG-13,101 min,"Comedy, Drama","Joe Pesci, Brendan Fraser, Moira Kelly, Patrick Dempsey",Alek Keshishian,English,6.8,"13,303"
392,tt0106926,Flesh and Bone,1993,R,126 min,"Drama, Mystery, Romance","Julia McNeal, Ron Kuhlman, Jerry Swindall, Ryan Bohls",Steve Kloves,English,6.2,"4,930"
393,tt0111712,Widows' Peak,1994,PG,101 min,"Comedy, Crime, Mystery, Thriller","Mia Farrow, Joan Plowright, Natasha Richardson, Adrian Dunbar",John Irvin,"Irish, English",6.6,"1,595"
394,tt0106941,For Love or Money,1993,PG,96 min,"Comedy, Drama, Romance","Michael J. Fox, Gabrielle Anwar, Anthony Higgins, Michael Tucker",Barry Sonnenfeld,English,6.2,"12,878"
395,tt0106918,The Firm,1993,R,154 min,"Drama, Mystery, Thriller","Tom Cruise, Jeanne Tripplehorn, Gene Hackman, Hal Holbrook",Sydney Pollack,English,6.8,"121,644"
396,tt0106965,Free Willy,1993,PG,112 min,"Adventure, Drama, Family","Jason James Richter, Lori Petty, Jayne Atkinson, August Schellenberg",Simon Wincer,English,6.0,"69,310"
397,tt0109842,Fresh,1994,R,114 min,"Crime, Drama, Thriller","Sean Nelson, Giancarlo Esposito, Samuel L. Jackson, N'Bushe Wright",Boaz Yakin,"English, Spanish",7.6,"12,233"
398,tt0106977,The Fugitive,1993,PG-13,130 min,"Action, Crime, Drama, Mystery, Thriller","Harrison Ford, Tommy Lee Jones, Sela Ward, Julianne Moore",Andrew Davis,"English, Polish, Spanish",7.8,"268,464"
399,tt0107004,Geronimo: An American Legend,1993,PG-13,115 min,"Drama, History, Western","Jason Patric, Gene Hackman, Robert Duvall, Wes Studi",Walter Hill,"English, Apache languages",6.5,"9,420"
400,tt0109890,The Getaway,1994,R,115 min,"Action, Adventure, Crime, Drama, Thriller","Alec Baldwin, Kim Basinger, Michael Madsen, James Woods",Roger Donaldson,English,5.8,"17,143"
401,tt0109891,Getting Even with Dad,1994,PG,109 min,"Comedy, Crime, Family","Macaulay Culkin, Ted Danson, Glenne Headly, Saul Rubinek",Howard Deutch,English,4.8,"7,469"
402,tt0109913,Go Fish,1994,R,83 min,"Comedy, Drama, Romance","V.S. Brodie, Guinevere Turner, T. Wendy McMillan, Migdalia Melendez",Rose Troche,English,5.6,"1,987"
403,tt0107076,Hard Target,1993,R,97 min,"Action, Adventure, Drama, Thriller","Chuck Pfarrer, Robert Apisa, Arnold Vosloo, Lance Henriksen",John Woo,"English, French",6.2,"45,266"
404,tt0107144,Hot Shots! Part Deux,1993,PG-13,86 min,"Action, Comedy","Charlie Sheen, Lloyd Bridges, Valeria Golino, Richard Crenna",Jim Abrahams,English,6.6,"84,666"
405,tt0113674,Live Nude Girls,1995,R,95 min,Comedy,"Dana Delany, Kim Cattrall, Cynthia Stevenson, Laila Robins",Julianna Lavin,English,5.2,"1,669"
406,tt0112966,The Englishman Who Went Up a Hill But Came Down a Mountain,1995,PG,99 min,"Comedy, Drama, Romance","Hugh Grant, Tara Fitzgerald, Colm Meaney, Ian McNeice",Christopher Monger,"English, Welsh",6.6,"16,530"
407,tt0107151,The House of the Spirits,1993,R,140 min,"Drama, Romance","Maria Conchita Alonso, António Assunção, Julie Balloo, Frank Baker",Bille August,"English, Spanish",6.9,"21,070"
408,tt0110064,House Party 3,1994,R,100 min,"Comedy, Music, Romance","Christopher Reid, Christopher Martin, David Edwards, Angela Means",Eric Meza,English,4.7,"4,746"
409,tt0110074,The Hudsucker Proxy,1994,PG,111 min,"Comedy, Drama, Fantasy","Tim Robbins, Jennifer Jason Leigh, Paul Newman, Charles Durning","Joel Coen, Ethan Coen",English,7.2,"77,077"
410,tt0110097,I'll Do Anything,1994,PG-13,115 min,"Comedy, Drama","Nick Nolte, Whittni Wright, Albert Brooks, Julie Kavner",James L. Brooks,English,5.5,"2,425"
411,tt0110123,In the Army Now,1994,PG,91 min,"Comedy, War","Pauly Shore, Andy Dick, Lori Petty, David Alan Grier",Daniel Petrie Jr.,English,5.0,"12,755"
412,tt0107206,In the Line of Fire,1993,R,128 min,"Action, Crime, Drama, Thriller","Clint Eastwood, John Malkovich, Rene Russo, Dylan McDermott",Wolfgang Petersen,English,7.2,"93,394"
413,tt0107207,In the Name of the Father,1993,R,133 min,"Biography, Crime, Drama","Alison Crosbie, Daniel Day-Lewis, Philip King, Emma Thompson",Jim Sheridan,English,8.1,"157,487"
414,tt0110137,The Inkwell,1994,R,110 min,"Comedy, Drama, Romance","Larenz Tate, Joe Morton, Suzzanne Douglas, Glynn Turman",Matty Rich,English,6.5,"1,329"
415,tt0108551,What's Love Got to Do with It,1993,R,118 min,"Biography, Drama, Music","RaéVen Kelly, Virginia Capers, Dororthy Thorton, Demetrice Cheathon",Brian Gibson,English,7.3,"17,084"
416,tt0110197,Jimmy Hollywood,1994,R,112 min,"Crime, Comedy, Drama","Joe Pesci, Christian Slater, Victoria Abril, Jason Beghe",Barry Levinson,English,5.3,"3,062"
417,tt0107286,Judgment Night,1993,R,110 min,"Action, Crime, Drama, Thriller","Emilio Estevez, Cuba Gooding Jr., Denis Leary, Stephen Dorff",Stephen Hopkins,English,6.7,"15,480"
418,tt0107290,Jurassic Park,1993,PG-13,127 min,"Action, Adventure, Sci-Fi, Thriller","Sam Neill, Laura Dern, Jeff Goldblum, Richard Attenborough",Steven Spielberg,"English, Spanish",8.1,"874,683"
419,tt0107302,Kalifornia,1993,R,117 min,"Crime, Drama, Thriller","Brad Pitt, Kathy Larson, David Milford, David Duchovny",Dominic Sena,English,6.7,"50,996"
420,tt0110265,Killing Zoe,1993,R,96 min,"Crime, Thriller","Eric Stoltz, Martin Raymond, Eric Pascal Chaltiel, Julie Delpy",Roger Avary,"English, French",6.5,"19,659"
421,tt0110305,Lassie,1994,PG,94 min,"Family, Adventure","Tom Guiry, Helen Slater, Jon Tenney, Brittany Boyd",Daniel Petrie,English,5.9,"5,288"
422,tt0107362,Last Action Hero,1993,PG-13,130 min,"Action, Adventure, Comedy, Fantasy","Arnold Schwarzenegger, F. Murray Abraham, Art Carney, Charles Dance",John McTiernan,English,6.4,"137,294"
423,tt0107413,Life with Mikey,1993,PG,91 min,"Comedy, Family","Michael J. Fox, Christina Vidal, Nathan Lane, Cyndi Lauper",James Lapine,English,5.7,"5,469"
424,tt0110353,Lightning Jack,1994,PG-13,98 min,"Comedy, Western","Paul Hogan, Cuba Gooding Jr., Beverly D'Angelo, Kamala Lopez",Simon Wincer,English,5.6,"6,439"
425,tt0107468,M. Butterfly,1993,R,101 min,"Drama, Romance","Jeremy Irons, John Lone, Barbara Sukowa, Ian Richardson",David Cronenberg,"English, Chinese, French, Italian",6.8,"8,759"
426,tt0107478,Made In America,1993,PG-13,111 min,Comedy,"Whoopi Goldberg, Ted Danson, Will Smith, Nia Long",Richard Benjamin,"English, Japanese",5.1,"15,719"
427,tt0107497,Malice,1993,R,107 min,"Crime, Mystery, Thriller","Alec Baldwin, Nicole Kidman, Bill Pullman, Bebe Neuwirth",Harold Becker,"English, French",6.4,"22,753"
